// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]

// HASH_VALUE D0BD1BB1C7615CB5
// INDEX 2525
fyros_instructor_mis_05_end	[Gute Arbeit! Deine neuen $boots$ sind wirklich klasse. Und nun weisst Du, wie Du Gegenstände mit Deinen Händen erschaffen kannst.]

// HASH_VALUE 43980BE4D7626BB2
// INDEX 2526
fyros_instructor_mis_06_title	[Finde und töte $target.ia$ $target$.]

// HASH_VALUE E6073B9A09023051
// INDEX 2527
fyros_instructor_mis_06_desc	[Beginne Dein Kampftraining an einem einfachen Gegner!]

// HASH_VALUE 793A0875047ACB81
// INDEX 2528
fyros_instructor_mis_06_step_1	[Auf Atys zu überleben kann sehr hart sein, Du musst wissen wie man kämpft, um lange zu leben Starte Dein Training, in dem Du Dir einen leichten Gegner suchst: finde einen kleinen Pflanzenfresser, $target.ia$ $target$, und töte ihn.]

// HASH_VALUE 9880C44C5320697E
// INDEX 2529
fyros_instructor_mis_06_end	[Prima! Aber erinnere Dich daran, dass ein $target$ eine leichte Beute ist, die nächsten Gegner werden nicht so einfach sein, sie werden immer stärker werden.]

// HASH_VALUE 43980BE4D7626BB2
// INDEX 2530
fyros_instructor_mis_07_title	[Finde und töte $target.ia$ $target$.]

// HASH_VALUE E13C6CCBC4C7FF8B
// INDEX 2531
fyros_instructor_mis_07_desc	[Eine etwas härtere Konfrontation. Denke daran Dich vernünftig auszurüsten!]

// HASH_VALUE 37AACF7D958E9110
// INDEX 2532
fyros_instructor_mis_07_step_1	[Wir müssen einige Raubtiere loswerden. Es gibt zu viele $target$ auf unserer Insel, und sie dezimieren die Pflanzenfresser.. Ich wäre Dir sehr dankbar, wenn Du einen erlegen könntest. Das sollte Dir auch einiges an Erfahrung bringen. Aber sei vorsichtig, diese Biester sind weitaus gefährlicher als $yubo$...]

// HASH_VALUE 3DFCF939CCA8D582
// INDEX 2533
fyros_instructor_mis_07_end	[Prima! $target$ sind nicht länger eine Gefahr, bitte akzeptiere eine kleine Belohnung für Deine Mühe!]

// HASH_VALUE 0976025D55458EA7
// INDEX 2534
fyros_instructor_mis_08_title	[Finde und töte $kipee.ia$ $kipee$.]

// HASH_VALUE 2F93FA32CB5D2027
// INDEX 2535
fyros_instructor_mis_08_desc	[Erste Begegnung mit der Geissel der Homins...]

// HASH_VALUE AFA3152E2DD65380
// INDEX 2536
fyros_instructor_mis_08_step_1	[Es scheint, dass einige $kipee$der $kitin$ Familie uns gefunden haben. Wir müssen sofort etwas gegen sie unternehmen! Sie sind extremgefährliche Tötungsmaschinen, die alle Homins über ganz Atys bis zum Tode jagen werden. {break}\n
	\n
	Dieser alte Feind erscheint seit jüngster Zeit wieder häufiger. Lass uns nicht vergessen, was sie unseren Vorfahren angetan haben. Du musst sie ausfindig machen und töten. Aber ich warne Dich, $p$, dies sind grausame Monster und Du solltest den Kampf nur in Gemeinschaft mit anderen Kriegern aufnehmen.]

// HASH_VALUE 38D0FE090C4E3D19
// INDEX 2537
fyros_instructor_mis_08_end	[Vielen Dank $p$ Du hast Deine Sache gut gemacht.]

// HASH_VALUE 4959835151962AB2
// INDEX 2538
fyros_instructor_mis_09_title	[Finde und töte Banditen.]

// HASH_VALUE 1FD56F6B38CBD2F4
// INDEX 2539
fyros_instructor_mis_09_desc	[Hilf $giver$ die Ordnung im Aussenposten aufrecht zu halten.]

// HASH_VALUE 3DBD86F690AA2ADF
// INDEX 2540
fyros_instructor_mis_09_step_1	[Banditen wurde in der Nähe gesichtet. Wir werden nicht zulassen, dass sie sich auf unseren Ländern heimisch fühlen werden. Sie sind gnadenlos und ziehen üblicherweise in Dreiergruppen los. Ich empfehle Dir Dich mit anderen Deines Schlages zusammen zu tun, bevor Du etwas gegen sie unternimmst. Sobald Du sie niedergestreckt hast, sei Dir nich zu schade, sie für ihre Ausrüstung zu plündern.{break}\n
	\n
	  Wenn sie nichts von Interesse für Dich haben, kannst Du die Sachen immer noch an die Händler verkaufen. Diese Mission ist weitaus gefährlicher, als die anderen, aber es wird sich auszahlen.]

// HASH_VALUE D9CF3E8590CEB830
// INDEX 2541
fyros_instructor_mis_09_obj	[Finde und töte die Banditen, welche sich in der Nähe des Aussenpostens niedergelassen haben.\n
	Du solltest mit anderen zusammen kämpfen, wenn Du nicht sterben willst!]

// HASH_VALUE 14A95839E274DF5D
// INDEX 2542
fyros_instructor_mis_09_talkmenu_1	[Ich habe die Banditen erledigt.]

// HASH_VALUE F05FF4DEA68AE7F6
// INDEX 2543
fyros_instructor_mis_09_end	[Sehr gut! Dieses Gesindel ist nicht länger eine Gefahr für unseren Aussenposten.]

// HASH_VALUE 9A78889DE2C52050
// INDEX 2544
tryker_instructor_mis_01_title	[Sammle Informationen.]

// HASH_VALUE 231DC6AD4505BAA0
// INDEX 2545
tryker_instructor_mis_01_desc	[Folge den Anweisungen von $giver$ ,um zu erfahren, wer Dir und wie er Dir helfen kann.]

/* OLD VALUE : [Nun ist eine gute Zeit für Dich, mehr über Dein Volk zu erfahren. Unsere Vorfahren haben uns ein riesiges Wissen vererbt, und wir werden es nutzen, um unser ehrhaftes Reich wieder auf zu bauen. Mit den richtigen Lehrmeistern sollst Du dieses alte Wissen erlangen. Und schon bald wird sich Deine Bestimmung offenbaren.{break}
Aber nun genug des Geredes. Du muss noch einige hoch angesehene und geschätzte Personen unseres Außenpostens kennenlernen. Bevor Du Dich entscheidest, unser Dorf zu verlassen, solltest Du Dich mit $target$ treffen. Er ist unser Kampflehrmeister und wird Dir viele tödliche Techniken beibringen...
 Du findest ihn in unserer Gildenhalle. Benutze den Aufzug.] */
// HASH_VALUE 1A88CD110C27A207
// INDEX 2546
tryker_instructor_mis_01_step_1	[Dies ist eine gute Gelegenheit für Dich, mehr über Dein Volk zu erfahren. Unsere Vorfahren haben uns ein riesiges Wissen vererbt, und wir werden es nutzen, um unser ehrwürdiges Reich wieder aufzubauen. Mit den richtigen Lehrmeistern wirst auch Du dieses alte Wissen erlangen können. Und schon bald wird sich Deine Bestimmung offenbaren.{break}\n
	\n
	Aber nun genug des Geredes. Du muss noch einige hoch angesehene und geschätzte Personen unseres Außenpostens kennenlernen. Bevor Du Dich entscheidest, unser Dorf zu verlassen, solltest Du Dich mit $target$ treffen. Er ist unser Kampflehrmeister und wird Dir einige der tödlichen Techniken unseres Volkes beibringen...\n
	\n
	 Du findest ihn in unserer Gildenhalle. Benutze den Aufzug.]

/* OLD VALUE : [Ah! Da bist Du ja endlich. Ich fragte mich schon, ob Du Dich verlaufen hast? Ich wollte Dich nochmal sehen, um Dich vor unseren größten Feinden zu warnen, den $kitins.da$ $kitins$. Du darf nicht zweimal überlegen, wenn Du gegen sie antrittst: Entweder schlag zuerst zu oder lauf so schnell Du kannst.{break}
Sie sind es, die unser gesamtes Reich in den alten Ländern ausgelöscht haben. Und es waren die Fyros, die zuerst ihren Zorn auf sich zogen und aus den Nestern im Untergrund angegriffen wurden. Das darfst Du niemals vergessen !
 In naher Zukunft wirst Du Dich einer unserer Städte im Hauptland anschließen, wo Du mehr über unsere Vergangenheit erfahren kannst. Aber nun rate ich Dir dringend, Dich mit $target$ zu treffen. Sie ist wirklich jemand, den man getroffen haben sollte, das kann ich Dir versprechen ! Sie hat immer für jede Situation den richtigen Spuch parat.
 Nimm den Aufzug, sie ist im Moment in der Gildenhalle. Du solltest sie wirklich treffen !] */
// HASH_VALUE F848C58C8ABBA416
// INDEX 2547
tryker_instructor_mis_01_step_2	[Ah! Da bist Du ja endlich. Ich fragte mich schon, ob Du Dich vielleicht verlaufen hast... Ich wollte Dich noch einmal sehen, um Dich vor unseren größten Feinden zu warnen, den $kitins.da$ $kitins$. Du darfst nicht zweimal überlegen, wenn Du Ihnen begegnest: schlage entweder als erster zu oder flieh so schnell Dich Deine Beine tragen.{break}\n
	\n
	Sie sind es, die unser gesamtes Reich in den alten Ländern ausgelöscht haben. Und es waren die Fyros, die zuerst ihren Zorn auf sich gezogen und sie aus ihren unterirdischen Nestern aufgescheucht haben. Das darfst Du niemals vergessen!\n
	\n
	 In naher Zukunft wirst Du Dich einer unserer Städte im Hauptland anschließen, wo Du mehr über unsere Vergangenheit erfahren kannst. Aber nun rate ich Dir dringend, Dich mit $target$ zu treffen. Sie ist wirklich jemand, den man getroffen haben sollte, das kann ich Dir versprechen ! Sie hat immer für jede Situation den richtigen Spruch parat.\n
	\n
	 Nimm den Aufzug, sie ist im Moment in der Gildenhalle. Du solltest diese Chance nicht verstreichen lassen!]

// HASH_VALUE C582AC8D643DC3CF
// INDEX 2548
tryker_instructor_mis_01_step_3	[Willkommen in unserem Außenposten ! Ich bin wirklich erfreut, Dich zu treffen ! Schwierige Zeiten sind angebrochen. Das Volk der Matis hat sich wieder versammelt und auch die Karavan sind endlich wieder erschienen. Wir werden wieder in der Lage sein, uns zu teleportieren. Und unsere Dörfer sollten schon bald wieder die alte Stärke erreicht haben.{break}\n
	\n
	 Wenn Du Dich in der Lage fühlst, den Außenposten zu verlassen, gehe einfach zu einem der Karavan Wächter. Sie sind seltsame, dunkle Individuen und kein Homin hat je ihr wahres Gesicht gesehen. Aber Du mußt keine Angst vor ihnen haben, das ist zumindest meine Meinung. Folge der Kontaktperson der Karavan, sie wird Dich zu einem Teleportoffizier geleiten.\n
	\n
	 Als Magier muss ich Dich jedoch warnen, dass die Wege der Karavan mysteriös und verworren sind. Aber es gibt eine weitere Möglichkeit, die Du bald entdecken wirst. Wenn Du Deine Magiefähigkeiten weiter entwickelst, wirst Du auf die Kamis treffen, die Dir mit ein bisschen Glück die Augen öffnen und Dir eine neue Welt zeigen. Atys hat viele Gesichter...\n
	\n
	 Aber ich muss weiter! Du musst nun auch gehen, aber versprich mir, dass Du bei $target$ vorbei schaust. Er ist eine mürrische Persönlichkeit, aber er ist schon weit gereist und kennt viele Geheimnisse!]

// HASH_VALUE B40B7F1301D84F8C
// INDEX 2549
tryker_instructor_mis_01_step_4	[Sieh an, sieh an ... wen haben wir denn da? Ich bin $current$, Sohn von Antochini und Duke von Doveni. Mein Vater war selbst ein großer Handwerker und ich kenne all seine Geheimnisse, die ich im Laufe der Jahre noch um neues Wissen erweitert habe. Aber ich bin, im Gegensatz zu ihm, viel gereist. Ich habe die stolzen Fyros und die mysteriösen Zorai getroffen. Und natürlich habe ich mit den Trykern aus den Seenlanden gesprochen. Ich habe so einige ihrer Geheimnisse gelernt. Ich kann die große Fyros Axt des Feuers und die besten Rüstungen der Zorai herstellen.{break}\n
	\n
	 Meine Kunst führt mich rund um die Welt. Ich habe Matis Schwerter für die Fyros hergestellt und gutes Geld dadurch verdient. Später war ich derjenige, der unserem Volk die Fyros Äxte wiederbrachte und ich habe mir dadurch ein nettes Vermögen angesammelt. Ich war es auch, der diese Gilde finanziert hat. Und Du sollst die gleiche Freiheit genießen wie ich, wenn das Deine Wahl ist.\n
	\n
	 Du solltest $target$ einen Besuch abstatten. Ich habe sie das erste Mal tief unten getroffen, in der zweiten Schicht der Urwurzeln. Wenn es darum geht, Konvois zu organisieren, vertraue ich nur ihr. Sie ist einfach die Beste. \n
	\n
	 Sie steht draußen, falls Du mehr über Konvois erfahren möchtest.]

// HASH_VALUE B04E7324B3A7FC2D
// INDEX 2550
tryker_instructor_mis_01_step_5	[Soso, $previous$ schickt Dich, richtig? Nun ich habe nur wenig Zeit, ich habe ein Geschäft zu leiten! Aber jetzt wo Du schon mal da bist, denke ich, ich sollte Dir ein oder zwei Dinge über "meine andere Seite" erzählen, wo er es schon erwähnt hat. Konvois meine ich. Weißt Du, viele Leute sehen Händler nur als Kaufleute. Aber die Wahrheit ist, dass der größte Teil von uns zusätzlich noch viel Zeit ins Planen und Organisieren von Konvois investiert.{break}\n
	\n
	Und wenn Du ein Abenteuer suchst, dann sag ich Dir, denke mal über Konvois nach! Allein in den letzen zwei Jahren hab ich zweimal Fyros besucht, einmal war ich sogar in der Mitte ihres atemberaubenden Sommers dort.\n
	\n
	 Auch habe ich die wunderschöne Morgenröte im Dschungel gesehen, als ich zu Besuch bei einer der abgeschiedensten Stämme der Zorai war. Selbst in den Urwurzeln war ich schon, dort habe ich einen Kami getroffen, der mich vor einem Kitinnest rettete. Ich habe viele Freunde unter den anderen Zivilisationen, ein Vertriebsnetz und auch verlässliche Informationsquellen.\n
	\n
	 Wie auch immer, unterschätze niemals einen Händler, wir haben oft mächtige Freunde.\n
	\n
	Nun, wenn Du mich entschuldigst, ich muss etwas Geld verdienen, denn ich habe, wie Du ja jetzt weißt, einen Konvoi zu finanzieren. Oh, bevor Du gehst: solltest Du an Abenteuer denken, lass mich Dir einen Rat geben: Du solltest noch ein wenig lernen und Dir zumindest den nächsten Titel verdienen. \n
	\n
	Wenn Du es geschafft hast, gehe zu $kguide$ in meinem Auftrag. Möge die Kraft Atys` durch Deine Adern fließen.]

/* OLD VALUE : [Grüße, junger Tryker. $previous$ ist ein guter Homin. Und wir sind stolz sie zu den Kindern Jenas zählen zu können. Wir freuen uns, dass wir ihr als Gegenleistung für ihre Dienste helfen können.{break}
 Teleportation ist eine von Jenas vielen Talenten, die Sie in uns investiert, welche Du zu gegeben Zeit erfährst. Aber um von Ihrem Geschenk gebrauch machen zu können, XXX musst Du erst Deine Qualitäten durch Opfergaben des Glaubens XXX oder Dienste für Ihre Kirche unter Beweis stellen.
 Wenn Du bereit bist diesen Ort zu verlassen, kann ich Dich zu unserem Teleporter bringen.] */
// HASH_VALUE 44A6D1027115CF0F
// INDEX 2551
tryker_instructor_mis_01_step_6	[Grüße, junger Tryker. $previous$ ist ein guter Homin. Und wir sind stolz sie zu den Kindern Jenas zählen zu können. Wir freuen uns, dass wir ihr als Gegenleistung für ihre Dienste helfen können.{break}\n
	\n
	 Teleportation ist eine von Jenas vielen Talenten, die Sie in uns investiert, welche Du zu gegeben Zeit erfährst. Aber um von Ihrem Geschenk gebrauch machen zu können, musst Du erst Deine Qualitäten durch Opfergaben oder Dienste für Ihre Kirche unter Beweis stellen.\n
	\n
	 Wenn Du bereit bist diesen Ort zu verlassen, kann ich Dich zu unserem Teleporter bringen.]

// HASH_VALUE 9A78889DE2C52050
// INDEX 2552
tryker_instructor_mis_01_talkmenu_1	[Sammle Informationen.]

/* OLD VALUE : [Die Kirche bereitet sich auf das Kommen von Jena der Allmächtigen vor. Überbringe den Glauben und Du sollst Ihren Segen erfahren. Aber denke daran, junger Homin, dies Land ist verglichen mit dem Hauptland sehr sicher, XXX also sei Dir ganz sicher, dass Du alles getan hast, was Du kannst, um Dich zu entwickeln, bevor Du durch den Telporter gehst XXX . Denke daran, es gibt keine Rückkehr.] */
// HASH_VALUE 082918FACCBED13E
// INDEX 2553
tryker_instructor_mis_01_end	[Die Kirche bereitet sich auf das Kommen von Jena der Allmächtigen vor. Überbringe den Glauben und Du sollst Ihren Segen erfahren. Aber denke daran, junger Homin, dies Land ist verglichen mit dem Hauptland sehr sicher, also sei Dir ganz sicher, dass Du Deine Fähigkeiten hier zur Genüge weiterentwickelt hast, bevor Du durch den Telporter gehst. Denke daran, es gibt keine Rückkehr.]

// HASH_VALUE 0FF4B088EC885EB0
// INDEX 2554
tryker_instructor_mis_02_title	[Suche nach Rohstoffen.]

// HASH_VALUE 479D31BE8E48801B
// INDEX 2555
tryker_instructor_mis_02_desc	[Erlerne Deine Fähigkeiten zur Rohstoffgewinnung zu nutzen, um dem Boden Ressourcen zu entziehen.]

// HASH_VALUE 09233ACAA270BE8E
// INDEX 2556
tryker_instructor_mis_02_step_1	[Ich möchte Dir zeigen, wie man unsere natürlichen Ressourcen weiterverwenden kann. Aber bevor ich das tue, benötige ich einige spezielle Rohstoffe. Bringst Du mir bitte $rm1.ia$ $rm1$ und $rm2.ia$ $rm2$ ? Um es zu finden solltest Du in den Quellen die Du gefunden hast mit Hilfe von $tool$ die Rohstoffe gewinnen. Du wirst bald erkennen, dass es viele Ressourcen im Boden gibt.]

// HASH_VALUE 560176435BE0911C
// INDEX 2557
tryker_instructor_mis_02_end	[Brillant! Ich empfehle Dir diese Rohstoffe nicht zu verkaufen, denn ich kann Dir mit ihrer Hilfe zeigen wie man daraus später Gegenstände fertigt.]

// HASH_VALUE 9EE0923FA5F4CEA3
// INDEX 2558
tryker_instructor_mis_03_title	[Finde $rawmat.ia$ $rawmat$.]

// HASH_VALUE 4013F83D281E88A3
// INDEX 2559
tryker_instructor_mis_03_desc	[Einige Rohstoffe können ein wenig seltener sein, versuche ein $rawmat$ abzubauen, das nicht überall gefunden werden kann.]

// HASH_VALUE 8C154F62974597B6
// INDEX 2560
tryker_instructor_mis_03_step_1	[Jetzt wo Du weisst, wie man die Ressourcen aus dem Boden entnimmt, möchte ich, dass Du für mich nach $rawmat.ia$ $rawmat$ suchst. Dieses Material ist ein wenig seltener und kann nur rund um die südlichen Klippen unserer Insel gefunden werden. Du solltest also dort suchen.]

// HASH_VALUE B64896536FFF3671
// INDEX 2561
tryker_instructor_mis_03_end	[Prima! Du hast etwas davon gefunden. Nimm dies als Belohnung.]

// HASH_VALUE 9EE0923FA5F4CEA3
// INDEX 2562
tryker_instructor_mis_04_title	[Finde $rawmat.ia$ $rawmat$.]

// HASH_VALUE 996CAAD0FB962C1D
// INDEX 2563
tryker_instructor_mis_04_desc	[Lerne nun Rohstoffe aus toten Tieren zu extrahieren.]

// HASH_VALUE 0E9FE00AEB287749
// INDEX 2564
tryker_instructor_mis_04_step_1	[In Ordnung, es gibt einen weiteren Weg an Ressourcen zu kommen, indem man tote Tiere ausnimmt. Also dann, ich brauche $rawmat.ia$ $rawmat$, Du findest es nur in $bul.ia$ $bul$. Sei sehr vorsichtig, obwohl es friedvolle Pflanzenfresser sind, können $bul.p$ sehr gefährlich sein, wenn sie wütend werden!]

// HASH_VALUE 168424A94C1D7E84
// INDEX 2565
tryker_instructor_mis_04_end	[Genau was ich brauchte, danke für Deine Hilfe, $p$.]

// HASH_VALUE 8C71A27E28978FAA
// INDEX 2566
tryker_instructor_mis_05_title	[Erschaffe ein Paar $boots$.]

// HASH_VALUE A5DEE10A7EA65E61
// INDEX 2567
tryker_instructor_mis_05_desc	[Erlerne wie Du einen Gegenstand mit den gerade gewonnenen Rohstoffen herstellst.]

// HASH_VALUE 67782ADD01D2A3F8
// INDEX 2568
tryker_instructor_mis_05_step_1	[In Ordnung, ich möchte, dass Du die gerade gesammelten Rohstoffe dazu verwendest ein Paar $boots$ herzustellen. Du hast einen Bauplan in Deinem Inventar, der Dir erklärt wie es geht. Dieser Plan listet Dir auch die benötigten Materialien mit ihren spezifischen Eigenschaften auf. Schaue Dir bitte die Eigenschaften der einzelnen Rohstoffe an. Dann kannst Du damit beginnen, Deine Stiefel mit Hilfe des $tool$ herzustellen.]

// HASH_VALUE 9DEC7CAD1CF46C9A
// INDEX 2569
tryker_instructor_mis_05_end	[Grossartige Arbeit! Your new $boots$ really look cool! Und nun weisst Du, wie Du Gegenstände mit Deinen Händen erschaffen kannst.]

// HASH_VALUE 43980BE4D7626BB2
// INDEX 2570
tryker_instructor_mis_06_title	[Finde und töte $target.ia$ $target$.]

// HASH_VALUE E6073B9A09023051
// INDEX 2571
tryker_instructor_mis_06_desc	[Beginne Dein Kampftraining an einem einfachen Gegner!]

// HASH_VALUE 793A0875047ACB81
// INDEX 2572
tryker_instructor_mis_06_step_1	[Auf Atys zu überleben kann sehr hart sein, Du musst wissen wie man kämpft, um lange zu leben Starte Dein Training, in dem Du Dir einen leichten Gegner suchst: finde einen kleinen Pflanzenfresser, $target.ia$ $target$, und töte ihn.]

// HASH_VALUE 9880C44C5320697E
// INDEX 2573
tryker_instructor_mis_06_end	[Prima! Aber erinnere Dich daran, dass ein $target$ eine leichte Beute ist, die nächsten Gegner werden nicht so einfach sein, sie werden immer stärker werden.]

// HASH_VALUE 43980BE4D7626BB2
// INDEX 2574
tryker_instructor_mis_07_title	[Finde und töte $target.ia$ $target$.]

// HASH_VALUE E13C6CCBC4C7FF8B
// INDEX 2575
tryker_instructor_mis_07_desc	[Eine etwas härtere Konfrontation. Denke daran Dich vernünftig auszurüsten!]

// HASH_VALUE 37AACF7D958E9110
// INDEX 2576
tryker_instructor_mis_07_step_1	[Wir müssen einige Raubtiere loswerden. Es gibt zu viele $target$ auf unserer Insel, und sie dezimieren die Pflanzenfresser.. Ich wäre Dir sehr dankbar, wenn Du einen erlegen könntest. Das sollte Dir auch einiges an Erfahrung bringen. Aber sei vorsichtig, diese Biester sind weitaus gefährlicher als $yubo$...]

// HASH_VALUE 3DFCF939CCA8D582
// INDEX 2577
tryker_instructor_mis_07_end	[Prima! $target$ sind nicht länger eine Gefahr, bitte akzeptiere eine kleine Belohnung für Deine Mühe!]

// HASH_VALUE 0976025D55458EA7
// INDEX 2578
tryker_instructor_mis_08_title	[Finde und töte $kipee.ia$ $kipee$.]

// HASH_VALUE 2F93FA32CB5D2027
// INDEX 2579
tryker_instructor_mis_08_desc	[Erste Begegnung mit der Geissel der Homins...]

// HASH_VALUE 7B10030CD01B39A6
// INDEX 2580
tryker_instructor_mis_08_step_1	[Es scheint, dass einige $kipee$der $kitin$ Familie uns gefunden haben. Wir müssen sofort etwas gegen sie unternehmen! Sie sind extremgefährliche Tötungsmaschinen, die und Homins über den ganzen Planeten bis zum Tode verfolgen würden. {break}\n
	\n
	Dieser alte Feind erscheint seit jüngster Zeit wieder häufiger. Lass uns nicht vergessen, was sie unseren Vorfahren angetan haben. Du musst sie ausfindig machen und töten. Aber ich warne Dich, $p$, dies sind grausame Monster und Du solltest den Kampf nur in Gemeinschaft mit anderen Kriegern aufnehmen.]

// HASH_VALUE 2D982FA94B81BE3D
// INDEX 2581
tryker_instructor_mis_08_end	[Vielen Dank $p$ Du hast Deine Arbeit fantastisch erledigt.]

// HASH_VALUE 4959835151962AB2
// INDEX 2582
tryker_instructor_mis_09_title	[Finde und töte Banditen.]

// HASH_VALUE 1FD56F6B38CBD2F4
// INDEX 2583
tryker_instructor_mis_09_desc	[Hilf $giver$ die Ordnung im Aussenposten aufrecht zu halten.]

// HASH_VALUE DF168EC7E5E4E96B
// INDEX 2584
tryker_instructor_mis_09_step_1	[Banditen wurde in der Nähe gesichtet. Wir werden nicht zulassen, dass sie sich auf unserem Land heimisch fühlen werden. Sie sind gnadenlos und ziehen üblicherweise in Dreiergruppen los. Ich empfehle Dir, Dich mit anderen Deines Schlages zusammenzutun, bevor Du etwas gegen sie unternimmst. Sobald Du sie niedergestreckt hast, sei Dir nich zu schade, sie für ihre Ausrüstung zu plündern.{break}\n
	\n
	  Wenn sie nichts von Interesse für Dich haben, kannst Du die Sachen immer noch an die Händler verkaufen. Diese Mission ist weitaus gefährlicher, als die anderen, aber es wird sich auszahlen.]

// HASH_VALUE 9C41149970AE64C1
// INDEX 2585
tryker_instructor_mis_09_obj	[Finde und töte die Banditen, welche sich in der Nähe des Aussenpostens niedergelassen haben.\n
	Du solltest Dich mit anderen zusammentun, wenn Du nicht sterben willst!]

// HASH_VALUE 14A95839E274DF5D
// INDEX 2586
tryker_instructor_mis_09_talkmenu_1	[Ich habe die Banditen erledigt.]

// HASH_VALUE F05FF4DEA68AE7F6
// INDEX 2587
tryker_instructor_mis_09_end	[Sehr gut! Dieses Gesindel ist nicht länger eine Gefahr für unseren Aussenposten.]

// HASH_VALUE 19447C77EB994866
// INDEX 2588
encyclo_tutorial_mis_title	[Die Weisheitstruhe entdecken.]

// HASH_VALUE E9A96FAB7D844E1B
// INDEX 2589
encyclo_tutorial_mis_desc	[Wenn Sie mit dem Barmann der Haupstadt sprechen, werden Sie das Geheimnis des Wissens entdecken.]

// HASH_VALUE 99E0889450057BBD
// INDEX 2590
encyclo_tutorial_m_t2_barman_1	[Sie wollen mich sehen ?]

// HASH_VALUE 9D28054CEAC2C953
// INDEX 2591
encyclo_tutorial_p_t2_barman_1	[Willkommen, $player$. Ich lerne meine Gäste gerne kennen. Es ist mir eine Ehre, etwas gegen den Durst zu tun und das gilt auch für den Wissensdurst. Lass dir gesagt sein...\n
	{break}Wie ich hörte, bist du ein Abenteurer. Wir brauchen Homins wie dich, um unsere Zivilisation wieder aufzubauen und wieder zu finden, was wir verloren haben! Doch vergiss nicht: Wenn du die ruhmreichsten Missionen durch führen willst, musst du mehr über die Welt in Erfahrung bringen, in der wir leben...{break} ...und über die vergangenen Triumphe und Tragödien, die uns alle hierher gebracht haben. Du kannst dieses Wissen erlangen, indem du die Bernsteinwürfel der Weisheitstruhe sammelst. \n
	{break}Der Intendant der Stadt wird dir mehr über die Würfel und die Truhe sagen, geh zu ihm und sage ihm, ich habe dich geschickt.{break} Wir werden uns wieder sehen, $player$, weil ich bin einer der Wissenshalter. Und wenn du dich würdig erweist, werde ich nur zu froh sein, es dir weiter zu geben, so wie ein Erbstück, eh.]

// HASH_VALUE 80BFDC6675BF951A
// INDEX 2592
encyclo_tutorial_mis_desc_2	[Sie sind dabei, die Tradition der Bernsteinwürfel und der Weisheitstruhe kennen zu lernen. ]

// HASH_VALUE 25F040E74F34EC43
// INDEX 2593
encyclo_tutorial_p_t2_intendant_1	[Grüße Homin. Du willst also mehr über die Truhe der Weisheit erfahren, wie? \n
	{break}Also, die Truhe der Weisheit ist die Summe unseres Wissens; es ist ein großes Gefäß, das Bernsteinwürfel enthält. {break} Die Magie dieser Würfel wurde vor langer Zeit von Homins entdeckt, als sie versuchten, ihr Wissen gegen die Spuren der Zeit und des Feuers zu schützen. Sie lernten, mit dem Bernstein umzugehen und das Wissen dadrin aufzubewahren, so wie ein Insekt, das im Harz fest steckt.\n
	{break}Jeder Homin, der darauf erpirscht ist, sein Wissen aufzubauen, muss seine eigene Weisheitstruhe haben, in der er jeden Bernsteinwürfel aufbewahren kann, den er findet oder bekommt. Wenn $giver$ dich zu mir geschickt hat, bedeutet das, dass du einer der Homins bist, die auf der Suche des Wissens sind. {break} So wie andere eingeweihte Homins hat meine Beschäftigung mir viele Würfel beschert. Ich teile diese Würfel mit denen, die die Übergangsriten bestehen, die ihnen von den paar Auserwählten auferlegt werden. In der Tat handelt es sich bei Wissen um etwas Wertvolles, und wir müssen aufpassen, dass es nicht in die falschen Hände gerät.\n
	{break}Wenn du mehr über diese Priben erfahren willst, musst du den Hauptwächter der Stadt aufsuchen. Sag ihm, ich habe dich geschickt. Ich wünsche dir alles Gute in deiner Suche nach der Weisheit,$player$.]

// HASH_VALUE 8D0C21007FB523A1
// INDEX 2594
encyclo_tutorial_p_t2_guardchief_1	[Du würdest also gerne mehr über die Welt erfahren, wie? Also $player$, für solches Wissen muss man einen Preis bezahlen.!\n
	Nur vertrauenswürdige und wissensdurstige Homins können Bernsteinwürfel von den paar Eingeweihten erhalten. {break} Um sich zu beweisen und seinen Wert und seine Entschlossenheit auf die Probe zu stellen, muss jeder Homin einen Übergangsritus auf sich nehmen oder eine wichtige Mission erfüllen. Der würdige Homin erhält dann einen Bernsteinwürfel, und spezielle Techniken lernen oder ein besonderes Privileg gewinnen.\n
	{break}Ehe sie die Riten auf sich nehmen, müssen die Homins ihre Verbindung mit der Gemeinschaft unter Beweis stellen. Gemäß der Tradition, müssen sie Aufgaben erfüllen, die ihnen von Mitgliedern der Gemeinschaft auferlegt werden. Diese Aufgaben, die Riten, können aus Handwerksübungen, Kämpfen, Ernten oder Erforschungen bestehen.\n
