*HASH_VALUE	sbrick ID	name	named	p	pd	* noms français	ia	da	pia	pda	description	description2
_3BB3CE0B1D019A68	bmcr00120	Reichweiten-Ausgleich 17	Reichweiten-Ausgleich 17	Reichweiten-Ausgleiche 17	Reichweiten-Ausgleiche 17		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 17 und reduziert die Reichweite des Zaubers um $MA_RANGE m. Indem (umso mehr) auf Entfernung verzichtet wird, wird (umso mehr) Ausgleich geschaffen.	Reichweiten-Ausgleich 17, Verkürzung: $MA_RANGE m
_9E7CFB54ADA84416	bmcc00001	Zauberzeit-Ausgleich 1	Zauberzeit-Ausgleich 1	Zauberzeit-Ausgleiche 1	Zauberzeit-Ausgleiche 1		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 1 Punkt und erhöht die Zauberzeit auf 1. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 1, Verlängerung: 1
_9E8CFF55EDA84817	bmcc00002	Zauberzeit-Ausgleich 2	Zauberzeit-Ausgleich 2	Zauberzeit-Ausgleiche 2	Zauberzeit-Ausgleiche 2		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 2 und erhöht die Zauberzeit auf 2. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 2, Verlängerung: 2
_9E9C03562DA84C18	bmcc00003	Zauberzeit-Ausgleich 3	Zauberzeit-Ausgleich 3	Zauberzeit-Ausgleiche 3	Zauberzeit-Ausgleiche 3		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 3 und erhöht die Zauberzeit auf 3. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 3, Verlängerung: 3
_9EAC07576EA85019	bmcc00004	Zauberzeit-Ausgleich 4	Zauberzeit-Ausgleich 4	Zauberzeit-Ausgleiche 4	Zauberzeit-Ausgleiche 4		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 4 und erhöht die Zauberzeit auf 4. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 4, Verlängerung: 4
_9EBC0B58AEA8541A	bmcc00005	Zauberzeit-Ausgleich 5	Zauberzeit-Ausgleich 5	Zauberzeit-Ausgleiche 5	Zauberzeit-Ausgleiche 5		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 5 und erhöht die Zauberzeit auf 5. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 5, Verlängerung: 5
_9ECC0F5A2EA8581C	bmcc00007	Zauberzeit-Ausgleich 6	Zauberzeit-Ausgleich 6	Zauberzeit-Ausgleiche 6	Zauberzeit-Ausgleiche 6		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 6 und erhöht die Zauberzeit auf 7. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 6, Verlängerung: 7
_D41E25F159015479	bmcc00010	Zauberzeit-Ausgleich 7	Zauberzeit-Ausgleich 7	Zauberzeit-Ausgleiche 7	Zauberzeit-Ausgleiche 7		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 7 und erhöht die Zauberzeit auf 10. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 7, Verlängerung: 10
_D43E25FB59515879	bmcc00015	Zauberzeit-Ausgleich 8	Zauberzeit-Ausgleich 8	Zauberzeit-Ausgleiche 8	Zauberzeit-Ausgleiche 8		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 8 und erhöht die Zauberzeit auf 15. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 8, Verlängerung: 15
_D45E25F1D9016079	bmcc00020	Zauberzeit-Ausgleich 9	Zauberzeit-Ausgleich 9	Zauberzeit-Ausgleiche 9	Zauberzeit-Ausgleiche 9		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 9 und erhöht die Zauberzeit auf 20. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 9, Verlängerung: 20
_F5FA523B1BC3F2D7	bmcc00025	Zauberzeit-Ausgleich 10	Zauberzeit-Ausgleich 10	Zauberzeit-Ausgleiche 10	Zauberzeit-Ausgleiche 10		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 10 und erhöht die Zauberzeit auf 25. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 10, Verlängerung: 25
_F5AA42375BD3F6D8	bmcc00030	Zauberzeit-Ausgleich 11	Zauberzeit-Ausgleich 11	Zauberzeit-Ausgleiche 11	Zauberzeit-Ausgleiche 11		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 11 und erhöht die Zauberzeit auf 30. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 11, Verlängerung: 30
_F5AA46389CE3FAD9	bmcc00040	Zauberzeit-Ausgleich 12	Zauberzeit-Ausgleich 12	Zauberzeit-Ausgleiche 12	Zauberzeit-Ausgleiche 12		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 12 und erhöht die Zauberzeit auf 40. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 12, Verlängerung: 40
_F5AA4A39DCF3FEDA	bmcc00050	Zauberzeit-Ausgleich 13	Zauberzeit-Ausgleich 13	Zauberzeit-Ausgleiche 13	Zauberzeit-Ausgleiche 13		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 13 und erhöht die Zauberzeit auf 50. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 13, Verlängerung: 50
_F5FA623F1C0302DB	bmcc00065	Zauberzeit-Ausgleich 14	Zauberzeit-Ausgleich 14	Zauberzeit-Ausgleiche 14	Zauberzeit-Ausgleiche 14		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 14 und erhöht die Zauberzeit auf 65. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 14, Verlängerung: 65
_F5AA563C9D1306DC	bmcc00080	Zauberzeit-Ausgleich 15	Zauberzeit-Ausgleich 15	Zauberzeit-Ausgleiche 15	Zauberzeit-Ausgleiche 15		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 15 und erhöht die Zauberzeit auf 80. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 15, Verlängerung: 80
_24984F2FB7139547	bmcc00100	Zauberzeit-Ausgleich 16	Zauberzeit-Ausgleich 16	Zauberzeit-Ausgleiche 16	Zauberzeit-Ausgleiche 16		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 16 und erhöht die Zauberzeit auf 100. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 16, Verlängerung: 100
_24D84F2F37339548	bmcc00120	Zauberzeit-Ausgleich 17	Zauberzeit-Ausgleich 17	Zauberzeit-Ausgleiche 17	Zauberzeit-Ausgleiche 17		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 17 und erhöht die Zauberzeit auf 120. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 17, Verlängerung: 120
_24184F2FB8539549	bmcc00140	Zauberzeit-Ausgleich 18	Zauberzeit-Ausgleich 18	Zauberzeit-Ausgleiche 18	Zauberzeit-Ausgleiche 18		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 18 und erhöht die Zauberzeit auf 140. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 18, Verlängerung: 140
_24584F2F3873954A	bmcc00160	Zauberzeit-Ausgleich 19	Zauberzeit-Ausgleich 19	Zauberzeit-Ausgleiche 19	Zauberzeit-Ausgleiche 19		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 19 und erhöht die Zauberzeit auf 160. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 19, Verlängerung: 160
_64984F2FB9539D41	bmcc00180	Zauberzeit-Ausgleich 20	Zauberzeit-Ausgleich 20	Zauberzeit-Ausgleiche 20	Zauberzeit-Ausgleiche 20		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 20 und erhöht die Zauberzeit auf 180. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 20, Verlängerung: 180
_6498572FB7839D42	bmcc00200	Zauberzeit-Ausgleich 21	Zauberzeit-Ausgleich 21	Zauberzeit-Ausgleiche 21	Zauberzeit-Ausgleiche 21		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 21 und erhöht die Zauberzeit auf 200. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 21, Verlängerung: 200
_E6D8573437A39D43	bmcc00225	Zauberzeit-Ausgleich 22	Zauberzeit-Ausgleich 22	Zauberzeit-Ausgleiche 22	Zauberzeit-Ausgleiche 22		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 22 und erhöht die Zauberzeit auf 225. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 22, Verlängerung: 225
_6438572FF8C39D44	bmcc00250	Zauberzeit-Ausgleich 23	Zauberzeit-Ausgleich 23	Zauberzeit-Ausgleiche 23	Zauberzeit-Ausgleiche 23		ein	der		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 23 und erhöht die Zauberzeit auf 250. Je näher die Gesamtkosten des Zaubers am Wert der Zauber-Option liegen, desto länger die Zauberzeit, ein Ausgleichsüberschuss verkürzt das	Zauberzeit-Ausgleich 23, Verlängerung: 250
_4F8625205EA32725	BMDALEA01	Furcht	Furcht	Furcht	Furcht		eine	die		die	Verängstigt den Gegner bei Gelingen so sehr, dass er nicht mehr in der Lage ist zu kämpfen, sich aber noch bewegen kann.	
_C9E780DB2E028ED9	BMDALEA02	Schlaf	Schlaf	Schlaf	Schlaf		ein	der		der	Lässt den Gegner bei Gelingen auf der Stelle einschlafen und macht es ihm unmöglich, sich zu bewegen oder zu kämpfen. Bei einem Angriff, der Lebenskraft, Sap, Ausdauer und/oder Fokus schädigt, wacht der Gegner wieder auf.	
_FE9C60A9723CB616	BMDALEA03	Betäubung	Betäubung	Betäubungen	Betäubungen		eine	die		die	Betäubt den Gegner bei Gelingen und macht ihn so unfähig, sich zu bewegen, zu kämpfen oder zaubern.	
_831FE59FB9901D04	BMDHTEA01	Lebens-Heilung	Lebens-Heilung	Lebens-Heilungen	Lebens-Heilungen		eine	die		die	Heilt Lebenskraft beim Empfänger dieses Zauberspruchs bei Gelingen	
_0E143DA53EB186BA	BMDHTEA02	Sap-Heilung	Sap-Heilung	Sap-Heilungen	Sap-Heilungen		eine	die		die	Heilt Sap beim Empfänger dieses Spruches bei Gelingen	Sap Heilung
_FDDBE95EDAC6708B	BMDHTEA03	Ausdauer-Heilung	Ausdauer-Heilung	Ausdauer-Heilungen	Ausdauer-Heilungen		eine	die		die	Heilt Ausdauer beim Empfänger dieses Spruches bei Gelingen	
_40BA47828B42EDB5	BMOALEA01	Blenden	Blenden	Blendungen	Blendungen		ein	das		die	Lässt den Gegner bei Gelingen erblinden, welcher dadurch an Effizienz seiner Attacken verliert.	
_6CE4A9400F4995F3	BMOALEA02	Verwurzelung	Verwurzelung	Verwurzelungen	Verwurzelungen		eine	die		die	Lässt  den Gegner bei Gelingen an Ort und Stelle festwurzeln	
_FE313F13D73A97FB	BMOALEA03	Wahnsinn	Wahnsinn	Wahnsinn	Wahnsinn		ein	der		der	Lässt den Gegner bei Gelingen wahnsinnig werden, sodass er sich dadurch selbst angreift	
_33EC1A7D4B66794E	BMOALEA04	Angriffslähmung	Angriffslähmung	Angriffslähmungen	Angriffslähmungen		eine	die		die	Reduziert die Angriffsgeschwindigkeit des Gegners bei Gelingen	
_3F26642CF327B3AA	BMOALEA05	Lähmung	Lähmung	Lähmungen	Lähmungen		eine	die		die	Reduziert bei Gelingen die Bewegungsgeschwindigkeit des Gegners	
_09CECA5F0E80C7D9	BMOELEA01	Andauernder Säureschaden	Andauernde Säureschaden	Andauernde Säureschäden	Andauernden Säureschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Säureangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_89CED66F91A0D3E5	BMOELEA02	Andauernder Kälteschaden	Andauernde Kälteschaden	Andauernde Kälteschäden	Andauernden Kälteschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Kälteangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_223237E8388A5900	BMOELEA03	Andauernder Verrottungsschaden	Andauernde Verrottungsschaden	Andauernde Verrottungsschäden	Andauernden Verrottungsschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Verrottungsangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_D2C3C1AA605E83EC	BMOELEA04	Andauernder Elektroschaden	Andauernde Elektroschaden	Andauernde Elektroschäden	Andauernden Elektroschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Elektroangriff, welcher seine Lebenskraft eine Zeitlang hinweg stetig reduziert	
_4ADEF272D1E0EBDF	BMOELEA05	Andauernder Feuerschaden	Andauernde Feuerschaden	Andauernde Feuerschäden	Andauernden Feuerschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Feuerangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_C7EEF2E39CDCD343	BMOELEA06	Andauernder Giftschaden	Andauernde Giftschaden	Andauernde Giftschäden	Andauernden Giftschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Giftangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_17D4704DC54FEEF5	BMOELEA07	Andauernder Schockwellenschaden	Andauernde Schockwellenschaden	Andauernde Schockwellenschäden	Andauernden Schockwellenschäden		ein	der		die	Der Gegner erleidet bei Gelingen einen andauernden Schockwellenangriff, der seine Lebenskraft eine Zeitlang stetig reduziert	
_A8052618AAD3B344	BMOETEA01	Säureschaden	Säureschaden	Säureschäden	Säureschäden		ein	der		die	Verursacht bei Gelingen Säureschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_1FC7A5F9F16804FD	BMOETEA02	Kälteschaden	Kälteschaden	Kälteschäden	Kälteschäden		ein	der		die	Verursacht bei Gelingen Kälteschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_49967C987232CEAA	BMOETEA03	Verrottungsschaden	Verrottungsschaden	Verrottungsschäden	Verrottungsschäden		ein	der		die	Verursacht bei Gelingen Verrottungsschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_28098C1F4194406C	BMOETEA04	Elektroschaden	Elektroschaden	Elektroschäden	Elektroschäden		ein	der		die	Verursacht bei Gelingen Elektroschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_2107BDFD720810FF	BMOETEA05	Feuerschaden	Feuerschaden	Feuerschäden	Feuerschäden		ein	der		die	Verursacht bei Gelingen Feuerschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_FCFD97D15097EE2A	BMOETEA06	Giftschaden	Giftschaden	Giftschäden	Giftschäden		ein	der		die	Verursacht bei Gelingen Giftschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_BEAF019DB1D8676E	BMOETEA07	Schockwellenschaden	Schockwellenschaden	Schockwellenschäden	Schockwellenschäden		ein	der		die	Verursacht Schockwellenschaden am Gegner, sofern dieser nicht dagegen resistent ist	
_BD313A6E9F450BCC	BMSTEA01	Selbstheilung	Selbstheilung	Selbstheilungen	Selbstheilungen		eine	die		die	Ermöglicht die Regeneration von Lebenskraft	
_C396EAC0311BD135	BMSTEA02	Selbstsapgabe	Selbstsapgabe	Selbstsapgaben	Selbstsapgaben		eine	die		die	Ermöglicht die Regeneration von Sap	
_EC7C8A3896B8D4FD	BMSTEA03	Selbstausdauergabe	Selbstausdauergabe	Selbstausdauergaben	Selbstausdauergaben		eine	die		die	Ermöglicht die Regeneration von Ausdauer	
_E4A11551FA80BF64	BMSTEA04	Sapkristall-Erschaffung	Sapkristall-Erschaffung	Sapkristall-Erschaffungen	Sapkristall-Erschaffungen		eine	die		die	Ermöglicht es, einen Sapkristall zu erschaffen	
_19E6DFFD8396BDF0	BMPA01	Elementarschaden-Raketenmagie	Elementarschaden-Raketenmagie	Elementarschaden-Raketenmagien	Elementarschaden-Raketenmagien		eine	die		die	Magie-Stanza (Teil einer Aktion) zur Erschaffung von Direktschadenszauber mit Elementarmagie (Säure, Kälte, Verrottung, Elektrizität, Feuer, Gift, Schockwelle)	
_EB14C6D790C70502	BMPA02	Dauerschaden-Elementarmagie	Dauerschaden-Elementarmagie	Dauerschaden-Elementarmagien	Dauerschaden-Elementarmagien		ein	der		die	Magie-Stanza (Teil einer Aktion) zur Erschaffung von Dauerschadenszauber mit Elementarmagie (Säure, Kälte, Verrottung, Elektrizität, Feuer, Gift, Schockwelle)	
_DC3592E3B60B0378	BMPA03	Offensivbeherrschungsmagie	Offensivbeherrschungsmagie	Offensivbeherrschungsmagien	Offensivbeherrschungsmagien		eine	die		die	Magie-Stanza (Teil einer Aktion) zur Erschaffung von Offensivbeherrschungszaubern (Blendung, Verwurzlung, Wahnsinn, Lähmung, Angriffslähmung)	
_4CA009D48BA3F132	BMPA04	Himmlische Heilraketenmagie	Himmlische Heilraketenmagie	Himmlische Heilraketenmagien	Himmlische Heilraketenmagien		eine	die		die	Magie-Stanza (Teil einer Aktion) zur Erschaffung von Heilzaubern (Lebenskraft, Sap, Ausdauer)	
_FCE1FB819AE60BAC	BMPA05	Defensivbeherrschungsmagie	Defensivbeherrschungsmagie	Defensivbeherrschungsmagien	Defensivbeherrschungsmagien		eine	die		die	Magie-Stanza (Teil einer Aktion), um defensive Beherrschungszauber zu erschaffen (Angst, Schlaf, Betäubung)	
_DBDE55FE22FF00DF	BMPA06	Urheilmagie Sapkristalle	Urheilmagie Sapkristalle	Urheilmagien Sapkristalle	Urheilmagien Sapkristalle		eine	die		die	Magie-Stanza (Teil einer Aktion), um Sapkristalle zu erschaffen, die Zauber auf Waffen, Magieverstärker und anderen Gegenstände wiederaufladen	
_F7996784B9026322	BMPA07	Doppel-Elementarschadensraketen	Doppel-Elementarschadensraketen	Doppel-Elementarschadensraketen	Doppel-Elementarschadensraketen		eine	die		die	Magie-Stanza (Teil einer Aktion), um Zaubersprüche mit zwei kombinierten Direkt-Elementarschadens-Zaubern zu erschaffen	
_1C4D7624213A653E	BMPA08	Dauerschadenraketenmagie	Dauerschadenraketenmagie	Dauerschadenraketenmagien	Dauerschadenraketenmagien		eine	die		die	Magie-Stanza (Teil einer Aktion), um Zaubersprüche zu erschaffen, die Direkt-Elementarschaden mit Elementarschaden über Zeit kombinieren	
_8F02C42811385EF4	BMPA09	Offensivbeherrschungsraketenmagie	Offensivbeherrschungsraketenmagie	Offensivbeherrschungsraketenmagien	Offensivbeherrschungsraketenmagien		eine	die		die	Magie-Stanza (Teil einer Aktion), um Zaubersprüche zu erschaffen, die Direkt-Elementarschaden mit Offensivbeherrschung (Blendung, Verwurzlung, Wahnsinn, Lähmung, Angriffslähmung) verbinden.	
_0F7C7A5A78CE6A86	BMPA10	Doppeldauerschadenraketenmagie	Doppeldauerschadenraketenmagie	Doppeldauerschadenraketenmagie	Doppeldauerschadenraketenmagie		eine	die		die	Magie-Stanza (Teil einer Aktion), um Doppeldauerschäden zu erschaffen.	
_730C9EFC6CA23669	BMPA11	Offensivdauerschadenmagie	Offensivdauerschadenmagie	Offensivdauerschadenmagien	Offensivdauerschadenmagien		ein	der		die	Magie-Stanza (Teil einer Aktion), um Zaubersprüche zu erschaffen, die Dauerschäden und Schmerzzufügung kombinieren.	
_66E43E7205826930	BMPA12	Himmlische Doppelheilraketenmagie	Himmlische Doppelheilraketenmagie	Himmlische Doppelheilraketenmagien	Himmlische Doppelheilraketenmagien		eine	die		die	Magie-Stanza (Teil einer Aktion), um doppelte Heilsprüche zu erschaffen.	
_07537C17EB6C3447	BMPA13	Urlebendoppelmagie	Urlebendoppelmagie	Urlebendoppelmagien	Urlebendoppelmagien		eine	die		die	Magie-Stanza (Teil einer Aktion), um Doppelaktionsselbstheilsprüche zu erschaffen.	
_3B13174D2FA1CF8D	BMDALMF00010	Angst 1	Angst 1	Angstzauber 1	Angstzauber 1		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 1 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B331B4D6FA1CF8D	BMDALMF00030	Angst 2	Angst 2	Angstzauber 2	Angstzauber 2		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 2 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B431F4DAFA1CF8D	BMDALMF00040	Angst 3	Angst 3	Angstzauber 3	Angstzauber 3		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 3 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B53234DF0A1CF8D	BMDALMF00050	Angst 4	Angst 4	Angstzauber 4	Angstzauber 4		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 4 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_7C63274D30A1CF8D	BMDALMF00065	Angst 5	Angst 5	Angstzauber 5	Angstzauber 5		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 5 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B832B4D70A1CF8D	BMDALMF00080	Angst 6	Angst 6	Angstzauber 6	Angstzauber 6		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 6 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B03334DB0A1CF8D	BMDALMF00100	Angst 7	Angst 7	Angstzauber 7	Angstzauber 7		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 7 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B23374DF1A1CF8D	BMDALMF00120	Angst 8	Angst 8	Angstzauber 8	Angstzauber 8		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 8 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_3B433B4D31A1CF8D	BMDALMF00140	Angst 9	Angst 9	Angstzauber 9	Angstzauber 9		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 9 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_A8440FB627D37FD8	BMDALMF00160	Angst 10	Angst 10	Angstzauber 10	Angstzauber 10		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 10 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_A87413B627D37FD8	BMDALMF00180	Angst 11	Angst 11	Angstzauber 11	Angstzauber 11		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 11 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_A8041BB627D37FD8	BMDALMF00200	Angst 12	Angst 12	Angstzauber 12	Angstzauber 12		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 12 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_E9341FB627D37FD8	BMDALMF00225	Angst 13	Angst 13	Angstzauber 13	Angstzauber 13		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 13 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_A87423B627D37FD8	BMDALMF00250	Angst 14	Angst 14	Angstzauber 14	Angstzauber 14		eine	die		die	Kann Gegner in Furcht versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Angst 14 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6BD6CC2C01842055	BMDALMM00040	Schlaf 1	Schlaf 1	Schlafzauber 1	Schlafzauber 1		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 1 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_6BF6CC2C01842056	BMDALMM00050	Schlaf 2	Schlaf 2	Schlafzauber 2	Schlafzauber 2		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 2 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
_AC16CC2C01842057	BMDALMM00065	Schlaf 3	Schlaf 3	Schlafzauber 3	Schlafzauber 3		ein	der		die	Kann Gegner in Schlaf versetzen, deren durchschnittliche Fertigkeitsstufe $MA_LINK_POWER nicht übersteigt	Schlaf 3 ideale gegnerische Fertigkeitsstufe: $MA_LINK_POWER
