*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description		
_492D1C48EBA099BC	tp_karavan_crystabell	Pacte karavan / Téléporteur vers Crystabell	un	le	Pactes karavans / Téléporteur vers Crystabell	des	les			
_86CDD39432360E2F	tp_karavan_davae	Pacte karavan / Téléporteur vers Davae	un	le	Pactes karavans / Téléporteur vers Davae	des	les			
_2EE5E91473E2B388	tp_karavan_dewdrops	Pacte karavan / Téléporteur vers les Chutes de la Rosée	un	le	Pactes karavans / Téléporteur vers les Chutes de la Rosée	des	les			
_B198CAACFA1F0CFD	tp_karavan_dunesofexil	Pacte karavan / Téléporteur vers les Dunes de l'Exil	un	le	Pactes karavans / Téléporteur vers les Dunes de l'Exil	des	les			
_8CCDD39DF7669643	tp_karavan_dyron	Pacte karavan / Téléporteur vers Dyron	un	le	Pactes karavans / Téléporteur vers Dyron	des	les			
_5D15FFBACA8E9072	tp_karavan_enchantedisle	Pacte karavan / Téléporteur vers l'Île Enchantée	un	le	Pactes karavans / Téléporteur vers l'Île Enchantée	des	les			
_BAFD602FCF3984D1	tp_karavan_fairhaven	Pacte karavan / Téléporteur vers Fairhaven 	un	le	Pactes karavans / Téléporteur vers Fairhaven 	des	les			
_74A61F322398B96E	tp_karavan_fleetinggarden	Pacte karavan / Téléporteur vers le Jardin Fugace	un	le	Pactes karavans / Téléporteur vers le Jardin Fugace	des	les			
_75AA5BE63C79B759	tp_karavan_forbidden_depths	Pacte karavan / Téléporteur vers les Profondeurs Interdites	un	le	Pactes karavans / Téléporteur vers les Profondeurs Interdites	des	les			
_D81004E1851E5252	tp_karavan_frahartowers	Pacte karavan / Téléporteur vers les Tours Frahars	un	le	Pactes karavans / Téléporteur vers les Tours Frahars	des	les			
_EDC412A6CE5FF074	tp_karavan_gate_of_obscurity	Pacte karavan / Téléporteur vers la Porte de l'Obscurité	un	le	Pactes karavans / Téléporteur vers la Porte de l'Obscurité	des	les			
_CE93FF6D964E323B	tp_karavan_groveofconfusion	Pacte karavan / Téléporteur vers le Bosquet de la Confusion	un	le	Pactes karavans / Téléporteur vers le Bosquet de la Confusion	des	les			
_576FF1D7BEE10977	tp_karavan_groveofumbra	Pacte karavan / Téléporteur vers le Bosquet de l'Ombre	un	le	Pactes karavans / Téléporteur vers le Bosquet de l'Ombre	des	les			
_DEB90CFAF5592B5A	tp_karavan_havenofpurity	Pacte karavan / Téléporteur vers le Havre de Pureté	un	le	Pactes karavans / Téléporteur vers le Havre de Pureté	des	les			
_FBC7D21AB242ED01	tp_karavan_hereticshovel	Pacte karavan / Téléporteur vers la Masure de l'Hérétique	un	le	Pactes karavans / Téléporteur vers la Masure de l'Hérétique	des	les			
_5E4F08D8048B3A38	tp_karavan_hiddensource	Pacte karavan / Téléporteur vers la Source Cachée	un	le	Pactes karavans / Téléporteur vers la Source Cachée	des	les			
_EA0003DBFDA63EA6	tp_karavan_hoi_cho	Pacte karavan / Téléporteur vers Hoï-Cho	un	le	Pactes karavans / Téléporteur vers Hoï-Cho	des	les			
_E620EBD23CE6529C	tp_karavan_jen_lai	Pacte karavan / Téléporteur vers Jen-Laï	un	le	Pactes karavans / Téléporteur vers Jen-Laï	des	les			
_DA074EF41024ADB7	tp_karavan_knollofdissent	Pacte karavan / Téléporteur vers le Tertre de la Dissidence	un	le	Pactes karavans / Téléporteur vers le Tertre de la Dissidence	des	les			
_EFE7E9D6D8EAC542	tp_karavan_knotofdementia	Pacte karavan / Téléporteur vers le Nœud de la Démence	un	le	Pactes karavans / Téléporteur vers le Nœud de la Démence	des	les			
_F05BEE6B807B5949	tp_karavan_lagoonsofloria	Pacte karavan / Téléporteur vers les Lagons de Loria	un	le	Pactes karavans / Téléporteur vers les Lagons de Loria	des	les			
_AA7D405FD07733AE	tp_karavan_maidengrove	Pacte karavan / Téléporteur vers le Bosquet Vierge	un	le	Pactes karavans / Téléporteur vers le Bosquet Vierge	des	les			
_B4C8033D6438055B	tp_karavan_majesticgarden	Pacte karavan / Téléporteur vers le Jardin Majestueux	un	le	Pactes karavans / Téléporteur vers le Jardin Majestueux	des	les			
_27FB186B3F6B105B	tp_karavan_matis_nland	Pacte karavan / Téléporteur vers l'Île Matis	un	le	Pactes karavans / Téléporteur vers l'Île Matis	des	les			
_2B0003D9FB4652A0	tp_karavan_min_cho	Pacte karavan / Téléporteur vers Min-Cho	un	le	Pactes karavans / Téléporteur vers Min-Cho	des	les			
_086DD39432160637	tp_karavan_natae	Pacte karavan / Téléporteur vers Natae	un	le	Pactes karavans / Téléporteur vers Natae	des	les			
_57C567996B776D11	tp_karavan_nexus_bagne	Pacte karavan / Téléporteur vers Nexus	un	le	Pactes karavans / Téléporteur vers Nexus	des	les			
_84E2F8B6D5DE361C	tp_karavan_nexus_route_gouffre	Pacte karavan / Téléporteur vers le Tunnel au départ de Nexus vers la Route des Ombres	un	le	Pactes karavans / Téléporteur vers le Tunnel au départ de Nexus vers la Route des Ombres	des	les			
_1A05AF996B776D15	tp_karavan_nexus_terre	Pacte karavan / Téléporteur vers le Nexus 	un	le	Pactes karavans / Téléporteur vers le Nexus  	des	les			
_7DA9D210F140D102	tp_karavan_oflovaksoasis	Pacte karavan / Téléporteur vers l'Oasis d'Oflovak	un	le	Pactes karavans / Téléporteur vers l'Oasis d'Oflovak	des	les			
_61BEACDA446C1A64	tp_karavan_outlawcanyon	Pacte karavan / Téléporteur vers le Canyon Interdit	un	le	Pactes karavans / Téléporteur vers le Canyon Interdit	des	les			
_52F2B92391598728	tp_karavan_pyr	Pacte karavan / Téléporteur vers Pyr	un	le	Pactes karavans / Téléporteur vers Pyr	des	les			
_9B1CBDA51A7E0630	tp_karavan_restingwater	Pacte karavan / Téléporteur vers l'Eau du Repos	un	le	Pactes karavans / Téléporteur vers l'Eau du Repos	des	les			
_1ABB01AFA4DD421A	tp_karavan_sawdustmines	Pacte karavan / Téléporteur vers les Mines de Sciure	un	le	Pactes karavans / Téléporteur vers les Mines de Sciure	des	les			
_7C0C573AE515763E	tp_karavan_the_abyss_of_ichor_matis	Pacte karavan / Téléporteur vers le Gouffre d'Ichor 	un	le	Pactes karavans / Téléporteur vers le Gouffre d'Ichor 	des	les			
_ACEF6B89EFF683D2	tp_karavan_the_abyss_of_ichor_nexus	Pacte karavan / Téléporteur vers le Tunnel au départ du Gouffre d'Ichor vers Nexus 	un	le	Pactes karavans / Téléporteur vers le Tunnel au départ du Gouffre d'Ichor vers Nexus 	des	les			
_D9039F4C550E0C9E	tp_karavan_the_elusive_forest	Pacte karavan / Téléporteur vers la Forêt Insaisissable	un	le	Pactes karavans / Téléporteur vers la Forêt Insaisissable	des	les			
_7A4E851C0223ECBD	tp_karavan_the_land_of_continuity	Pacte karavan / Téléporteur vers la Terre de la Continuité	un	le	Pactes karavans / Téléporteur vers la Terre de la Continuité	des	les			
_06E496880F0E05FD	tp_karavan_the_sunken_city	Pacte karavan / Téléporteur vers la Cité Engloutie	un	le	Pactes karavans / Téléporteur vers la Cité Engloutie	des	les			
_050611BD5ADED3E5	tp_karavan_the_trench_of_trials_tryker	Pacte karavan / Téléporteur vers le Tunnel au départ de la Fosse aux Épreuves vers les terres trykers 	un	le	Pactes karavans / Téléporteur vers le Tunnel au départ de la Fosse aux Épreuves vers les terres trykers 	des	les			
_6F04544CB4227F19	tp_karavan_the_trench_of_trials_zorai	Pacte karavan / Téléporteur vers la Fosse aux Épreuves 	un	le	Pactes karavans / Téléporteur vers la Fosse aux Épreuves 	des	les			
_083062EC9C411FEA	tp_karavan_the_under_spring_fyros	Pacte karavan / Téléporteur vers les Sources Interdites 	un	le	Pactes karavans / Téléporteur vers les Sources Interdites 	des	les			
_D580AC75A4B84EC1	tp_karavan_the_under_spring_zorai	Pacte karavan / Téléporteur vers le Tunnel au départ du Nexus vers les terres zoraïs	un	le	Pactes karavans / Téléporteur vers le Tunnel au départ du Nexus vers les terres zoraïs	des	les			
_EF6AFE41BD8BE5BB	tp_karavan_the_windy_gate	Pacte karavan / Téléporteur vers la Porte des Vents	un	le	Pactes karavans / Téléporteur vers la Porte des Vents	des	les			
_2E255D1B81B08B88	tp_karavan_thefount	Pacte karavan / Téléporteur vers la Source	un	le	Pactes karavans / Téléporteur vers la Source	des	les			
_2E6AF12CFEDE369A	tp_karavan_thesavagedunes	Pacte karavan / Téléporteur vers les Dunes Sauvages	un	le	Pactes karavans / Téléporteur vers les Dunes Sauvages	des	les			
_07A654F422A079A2	tp_karavan_thescorchedcorridor	Pacte karavan / Téléporteur vers le Couloir Brûlé	un	le	Pactes karavans / Téléporteur vers le Couloir Brûlé	des	les			
_DD89677C4941635F	tp_karavan_thesos	Pacte karavan / Téléporteur vers Thesos	un	le	Pactes karavans / Téléporteur vers Thesos	des	les			
_75573983FF2A937E	tp_karavan_thevoid	Pacte karavan / Téléporteur vers le Vide	un	le	Pactes karavans / Téléporteur vers le Vide	des	les			
_3C29DD1169BC9B86	tp_karavan_upperbog	Pacte karavan / Téléporteur vers le Marais Supérieur	un	le	Pactes karavans / Téléporteur vers le Marais Supérieur	des	les			
_C9ADC04A270F25B7	tp_karavan_windermeer	Pacte karavan / Téléporteur vers Windermeer	un	le	Pactes karavans / Téléporteur vers Windermeer	des	les			
_09CE55410CB24EEA	tp_karavan_windsofmuse	Pacte karavan / Téléporteur vers les Vents du Songe 	un	le	Pactes karavans / Téléporteur vers les Vents du Songe 	des	les			
_AE64B5D442E946B1	tp_karavan_yrkanis	Pacte karavan / Téléporteur vers Yrkanis	un	le	Pactes karavans / Téléporteur vers Yrkanis	des	les			
_BF5AEE7DE77B0684	tp_karavan_zora	Pacte karavan / Téléporteur vers Zora	un	le	Pactes karavans / Téléporteur vers Zora	des	les			
_269542E4564A0009	tr_armor01_armpad	Manches d'armure tryker	des	les	Manches d'armures trykers	des	les			
_6679BD9E1C75C420	tr_armor01_bottes	Bottes d'armure tryker	des	les	Bottes d'armures trykers	des	les			
_19FD0CA86C30E961	tr_armor01_gilet	Gilet d'armure tryker	un	le	Gilets d'armures trykers	des	les			
_E18329C8B0DD09BC	tr_armor01_hand	Gants d'armure tryker	des	les	Gants d'armures trykers	des	les			
_353A50532AECD6BE	tr_armor01_pantabotte	Pantalon d'armure tryker	un	le	Pantalons d'armures trykers	des	les			
_DD8801867AAB9510	tr_cheveux_long01	Cheveu long de Tryker	un	le	Cheveux longs de Trykers	des	les			
_00256400F38CF4FD	tr_cheveux_medium01	Cheveu mi-long de Tryker	un	le	Cheveux mi-longs de Trykers	des	les			
_004B19A91A3B6E7F	tr_cheveux_shave01	Cheveu rasé de Tryker	un	le	Cheveux rasés de Trykers	des	les			
_B138A14DA24291CF	tr_cheveux_short01	Cheveu court de Tryker	un	le	Cheveux courts de Trykers	des	les			
_447A177EFC059053	tr_civil01_armpad	Manches trykers	des	les	Manches trykers	des	les			
_1C022FC387FAF3F9	tr_civil01_bottes	Bottes trykers	des	les	Bottes trykers	des	les			
_F50B862FB34462A5	tr_civil01_gilet	Gilet tryker	un	le	Gilets trykers	des	les			
_8DF257059F60464D	tr_civil01_hand	Gants trykers	des	les	Gants trykers	des	les			
_A84E93271FD5C0E9	tr_civil01_pantabotte	Pantalon tryker	un	le	Pantalons trykers	des	les			
_E0D798FF552274E4	tr_underwear_armpad	Manches trykers	des	les	Manches trykers	des	les			
_501B323F7C7C007C	tr_underwear_bottes	Bottes trykers	des	les	Bottes trykers	des	les			
_C6E204E463388FFD	tr_underwear_gilet	Gilet tryker	un	le	Gilets trykers	des	les			
_E23EC4A6B1C3187B	tr_underwear_hand	Gants trykers	des	les	Gants trykers	des	les			
_99DA9DA901A7A752	tr_underwear_pantabottes	Pantalon tryker	un	le	Pantalons trykers	des	les			
_E456C7C0FAEF1D80	tr_visage	Masque tryker	un	le	Masque trykers	des	les			
_4FD497CA9C228D54	white_medicine	Médicament blanc	un	le	Médicaments blancs	des	les			
_B48A13949FC1E9F7	yellow_medicine	Médicament jaune	un	le	Médicaments jaunes	des	les			
_5350258124F9E4E0	young_girl_pendant	Pendentif de jeune fille	un	le	Pendentifs de jeune fille	des	les			
_64487EAFDA350772	young_live_seed	Jeune graine vivante	une	la	Jeunes graines vivantes	des	les			
_A0F756FB4B0101ED	zerx_stomach	Estomac de Zerx	un	l'\d	Estomacs de Zerx	des	les			
_8BF0911F2636D4B7	zerx_tusks	Défense de Zerx	une	la	Défenses de Zerx	des	les			
_64E48C79FA976B16	zo_armor01_armpad	Manches d'armure zoraï	des	les	Manches d'armures zoraïs	des	les			
_DEC0A0FFD609825E	zo_armor01_bottes	Bottes d'armure zoraï	des	les	Bottes d'armures zoraïs	des	les			
_03575BDEE4B6DB9F	zo_armor01_gilet	Gilet d'armure zoraï	un	le	Gilets d'armures zoraïs	des	les			
_15E2AB945E5FE890	zo_armor01_hand	Gants d'armure zoraï	des	les	Gants d'armures zoraïs	des	les			
_AFFE72885FF48D19	zo_armor01_pantabotte	Pantalon d'armure zoraï	un	le	Pantalons d'armures zoraïs	des	les			
_FA61FF16AFEA8745	zo_cheveux_long01	Cheveu long de Zoraï	un	le	Cheveux longs de Zoraïs	des	les			
_F63486C2BEE5F948	zo_cheveux_medium01	Cheveu mi-long de Zoraï	un	le	Cheveux mi-longs de Zoraïs	des	les			
_54F9783AC7BD39B0	zo_cheveux_shave01	Cheveu rasé de Zoraï	un	le	Cheveux rasés de Zoraïs	des	les			
_1FB8D0E5CA645BC0	zo_cheveux_short01	Cheveu court de Zoraï	un	le	Cheveux courts de Zoraïs	des	les			
_D19CA7BD6D3E9260	zo_civil01_armpad	Manches zoraïs	des	les	Manches zoraïs	des	les			
_6583873BEE245811	zo_civil01_bottes	Bottes zoraïs	des	les	Bottes zoraïs	des	les			
_1CADE54BE19BBE3E	zo_civil01_gilet	Gilet zoraï	un	le	Gilets zoraïs	des	les			
_4C7924456876943E	zo_civil01_pantabotte	Pantalon Zoraï	un	le	Pantalons Zoraïs	des	les			
_895A939874F45C26	zo_underwear_armpad	Manches zoraïs	des	les	Manches zoraïs	des	les			
_9641BCF8C2FE8684	zo_underwear_bottes	Bottes zoraïs	des	les	Bottes zoraïs	des	les			
_6E43CB5F28D0F217	zo_underwear_gilet	Gilet zoraï	un	le	Gilets zoraïs	des	les			
_945318581D3F86D7	zo_underwear_hand	Gants zoraïs	des	les	Gants zoraïs	des	les			
_A1EEBAE4550F7379	zo_underwear_pantabottes	Pantalon zoraï	un	le	Pantalons Zoraïs	des	les			
_F900487B3A309824	zo_visage	Masque zoraï	un	le	Masques zoraïs	des	les			
_9467AF8854C572D9	icfacb	Bottes Droges	des	les	Bottes Droges	des	les			
_8AE5AEF243A8538E	icfacg	Gants Droges	des	les	Gants Droges	des	les			
_1857779654B56ED9	icfacp	Pantalon Droge	un	le	Pantalons Droges	des	les			
_D11348882578CB31	icfacs	Manches Droges	des	les	Manches Droges	des	les			
_8D8962AE4CE18E47	icfacv	Gilet Droge	un	le	Gilets Droges	des	les			
_7A6A71829D564DF9	icfr2ab	Fraser ardent	un	le	Frasers Ardents	des	les			
_8CF5ECEC1A858547	icfr2lb	Brazer ardent	un	le	Brazers Ardents	des	les			
_5CB36472C3515D84	icfsbb	Blok ardent	un	le	Bloks Ardents	des	les			
_65EE1F67A543BA84	icmacb	Bottes Vestinis	des	les	Bottes Vestinis	des	les			
_DBA2581DDAB2C1D6	icmacg	Gants Vestinis	des	les	Gants Vestinis	des	les			
_65EE1B58A614BA92	icmacp	Pantalon Vestini	un	le	Pantalons Vestinis	des	les			
_09B1F8ADA8114B63	icmacs	Manches Vestinis	des	les	Manches Vestinis	des	les			
_65883F0ED9E655AD	icmacv	Gilet Vestini	un	le	Gilets Vestinis	des	les			
_9E2CE211B5C3C01F	icmm1psl	Lance vivante Palor	une	la	Lances vivantes Palors	des	les			
_D3CF01118FDCE16D	icmm1pdl	Dague vivante Limmel	une	la	Dagues vivantes Limmels	des	les			
_86F538940BF32D56	icmm2ppl	Pique vivante Krop	une	la	Piques vivantes Krops	des	les			
_A2A4BE1360CA3B2D	icmm2ssl	Épée vivante Slathe	une	l'\d	Épées vivantes Slathes	des	les			
_A61358368149F453	icmr1pl	Pistolet vivant Maka	un	le	Pistolets vivants Makas	des	les			
_C9902A1D2DB066EF	icmr2rl	Fusil vivant Stylone	un	le	Fusils vivants Stylones	des	les			
_5FF325E63108A94A	icmsbl	Rondache vivante Wod	une	la	Rondaches vivantes Wods	des	les			
_3ED1357F14EF0049	icralb	Bottes légères de réfugié	des	les	Bottes légères de réfugiés	des	les			
_7B56811D6B11CB1D	icralg	Gants légers de réfugié	des	les	Gants légers de réfugiés	des	les			
_B581B6120C7B0416	icrals	Manches légères de réfugié	des	les	Manches légères de réfugiés	des	les			
_5D79C709C119C322	ictacb	Bottes Lithens	des	les	Bottes Lithens	des	les			
_75F3B886ABA4196B	ictacg	Gants Lithens	des	les	Gants Lithens	des	les			
_E179C70941596714	ictacp	Pantalon Lithen	un	le	Pantalons Lithens	des	les			
_9E44AC0ED6829CE3	ictacs	Manches Lithens	des	les	Manches Lithens	des	les			
_97B76203A3C55F66	ictacv	Gilet Lithen	un	le	Gilets Lithens	des	les			
_A8A8BB10D410205E	ictm1pdw	Dague ondulante Fyler	une	la	Dagues ondulantes Fylers	des	les			
_89957B12DF110A03	ictm1ssw	Épée ondulante Tanner	une	l'\d	Épées ondulantes Tanners	des	les			
_1EA35A6728332B21	ictm2ssw	Épée ondulante Flence	une	l'\d	Épées ondulantes Flences	des	les			
_E0801C132F672B62	ictr1bw	Pistolet ondulant Fletcher	un	le	Pistolets ondulants Fletchers	des	les			
_825EDDC969EB2A95	ictsbw	Rondache ondulante Stilten	une	la	Rondaches ondulantes Stiltens	des	les			
_F096CE005FE83740	iczacb	Bottes Lin-kos	des	les	Bottes Lin-kos	des	les			
_44F9936D72B63A41	iczacg	Gants Lin-kos	des	les	Gants Lin-kos	des	les			
_6D77CE00DF28DF3F	iczacp	Pantalon Lin-ko	un	le	Pantalons Lin-kos	des	les			
_45931F1FE590B4FA	iczacs	Manches Lin-kos	des	les	Manches Lin-kos	des	les			
_E2AA1DFAE264867F	iczacv	Gilet Lin-ko	un	le	Gilets Lin-kos	des	les			
_5CF176EB88D5BC11	iczm1bme	Massue électrique Nanka	une	la	Massues Electriques Nankas	des	les			
_DCA1965060EBF132	iczm2bme	Massue électrique Kanka	une	la	Massues Electriques Kankas	des	les			
_B7214AE3AFCDFC0E	iczr2be	Fusil-arbalète Ma-kam	un	le	Fusils-Arbalètes Ma-kams	des	les			
_DB694C4D0445EB54	iczr2le	Lance-grenades électrique Ba-zoon	un	le	Lances-Grenades Electriques Ba-zoons	des	les			
_BB7A582F40CADE67	iczsbe	Rondache électrique Kastu	une	la	Rondaches Electriques Kastus	des	les			
_AF58BA57E7A8747B	icfacb_2	Bottes Drogeus	des	les	Bottes Drogeus	des	les			
_0977FFD83D537D1B	icfacg_2	Gants Drogeus	des	les	Gants Drogeus	des	les			
_6F68BA65A7C8E47B	icfacp_2	Pantalon Drogeus	un	le	Pantalons Drogeus	des	les			
_4AB8B5B3696E22F0	icfacs_2	Manches Drogeus	des	les	Manches Drogeus	des	les			
_DCE9C14C2CC06160	icfacv_2	Gilet Drogeus	un	le	Gilets Drogeus	des	les			
_6665BCC2192618DE	icfahb_2	Bottes Kostomus	des	les	Bottes Kostomsus	des	les			
_4A1E81A64FEAFAC5	icfahg_2	Gants Kostomus	des	les	Gants Kostomsus	des	les			
_6DADEA79A1105A75	icfahh_2	Casque Kostomus	un	le	Casques Kostomsus	des	les			
_AA85F4C196074CD0	icfahp_2	Pantalon Kostomus	un	le	Pantalons Kostomsus	des	les			
_7C2E752DBEEB30AE	icfahs_2	Manches Kostomus	des	les	Manches Kostomsus	des	les			
_3177C82DA3961191	icfahv_2	Gilet Kostomus	un	le	Gilets Kostomsus	des	les			
_5848C14E2B384CAD	icfalb_2	Bottes Hobenus	des	les	Bottes Hobenus	des	les			
_48152FE887552CBC	icfalg_2	Gants Hobenus	des	les	Gants Hobenus	des	les			
_1858C15C2B284CBB	icfalp_2	Pantalon Hobenus	un	le	Pantalons Hobenus	des	les			
_CD080DEA3B207A04	icfals_2	Manches Hobenus	des	les	Manches Hobenus	des	les			
_6924E5480C50BD8A	icfalv_2	Gilet Hobenus	un	le	Gilets Hobenus	des	les			
_B098A256E8489896	icfamb_2	Bottes Rilonus	des	les	Bottes Rilonus	des	les			
_0637EBF03DE3893B	icfamg_2	Gants Rilonus	des	les	Gants Rilonus	des	les			
_70A8A264A8680896	icfamp_2	Pantalon Rilonus	un	le	Pantalons Rilonus	des	les			
_D02891C16AEFEAEB	icfams_2	Manches Rilonus	des	les	Manches Rilonus	des	les			
_E038B95D6900897C	icfamv_2	Gilet Rilonus	un	le	Gilets Rilonus	des	les			
_4BDCA9CCF336399B	icfm1bm_2	Massue Massonus	une	la	Massues Massonus	des	les			
_D4245D773459FA9A	icfm1bs_2	Bâton Talusus	un	le	Bâtons Talusus	des	les			
_F5B8582C50BE7D11	icfm1pd_2	Dague Jabus	une	la	Dagues Jabus	des	les			
_D924397734994290	icfm1ps_2	Lance Kronkus	un	la	Lances Kronkus	des	les			
_A8DEDE6727561987	icfm1sa_2	Hache Clevenus	une	la	Haches Clevenus	des	les			
_BBC9B82601199973	icfm1ss_2	Épée Blamus	une	l'\d	Épées Blamus	des	les			
_8ACAC9539F2B92BC	icfm2bm_2	Massue Hampus	une	la	Massues Hampus	des	les			
_14FFC1CC73A755A2	icfm2pp_2	Pique Punnelus	une	la	Piques Punnelus	des	les			
_CE0CD51028C015A4	icfm2sa_2	Hache Retchus	une	la	Haches Retchus	des	les			
_47924A476AFA14BA	icfm2ss_2	Épée Stavonus	une	l'\d	Épées Stavonus	des	les			
_0568F7B84EDC4ABF	icfr1b_2	Pistolet-arbalète Koltonus	un	le	Pistolets-arbalètes Koltonus	des	les			
_A2EB740CAB0BED47	icfr1p_2	Pistolet Rimelus	un	le	Pistolets Rimelus	des	les			
_4A05D6E1E76DA8B0	icfr2a_2	Mitrailleuse Fraserus	une	la	Mitrailleuses Fraserus	des	les			
_42D1D2E100A162AF	icfr2b_2	Fusil-arbalète Strabusus	un	le	Fusils-arbalètes Strabusus	des	les			
_D92B052BC5937E25	icfr2l_2	Lance-grenades Brazerus	un	le	Lances-grenades Brazerus	des	les			
_BC9E6AB7C8A83DF6	icfr2r_2	Fusil Strammelus	un	le	Fusils Strammelus	des	les			
_4FD9E97C6608BA7E	icmacb_2	Bottes Modi Vestinis	des	les	Bottes Modi Vestinis	des	les			
_D113DE427AD4EFA0	icmacg_2	Gants Modi Vestinis	des	les	Gants Modi Vestinis	des	les			
_D3D9E56EAA282670	icmacp_2	Pantalon Modi Vestini	un	le	Pantalons Modi Vestinis	des	les			
_CE3F80B9117FA54D	icmacs_2	Manches Modi Vestinis	des	les	Manches Modi Vestinis	des	les			
_FF9B21ECF769F999	icmacv_2	Gilet Modi Vestini	un	le	Gilets Modi Vestinis	des	les			
_70882DC89326F8C4	icmahb_2	Bottes Modi Paroks	des	les	Bottes Modi Paroks	des	les			
_28AAE211C24C31BC	icmahg_2	Gants Modi Paroks	des	les	Gants Modi Paroks	des	les			
_BD1FBAC4A5BA8E82	icmahh_2	Casque Modi Parok	un	le	Casques Modi Paroks	des	les			
_716929BA17262CB5	icmahp_2	Pantalon Modi Parok	un	le	Pantalons Modi Paroks	des	les			
_0EB88115F3194148	icmahs_2	Manches Modi Paroks	des	les	Manches Modi Paroks	des	les			
_39C85EB50DF58C48	icmahv_2	Gilet Modi Parok	un	le	Gilets Modi Paroks	des	les			
_D96BC0DDFA488167	icmalb_2	Bottes Modi Wivas	des	les	Bottes Modi Wivas	des	les			
_3CD938B578A62FBE	icmalg_2	Gants Modi Wivas	des	les	Gants Modi Wivas	des	les			
_563C88EBBA68F166	icmalp_2	Pantalon Modi Wiva	un	le	Pantalons Modi Wivas	des	les			
_7494293F4CB81DC9	icmals_2	Manches Modi Wivas	des	les	Manches Modi Wivas	des	les			
_C7D2A1C95D7EFD44	icmalv_2	Gilet Modi Wiva	un	le	Gilets Modi Wivas	des	les			
_967B0CBB4D585266	icmamb_2	Bottes Modi Strivas	des	les	Bottes Modi Strivas	des	les			
_81AA085C6C576E41	icmamg_2	Gants Modi Strivas	des	les	Gants Modi Strivas	des	les			
_75CE6AF6D41DA18D	icmamp_2	Pantalon Modi Striva	un	le	Pantalons Modi Strivas	des	les			
_CA4F0E4490C5DFDF	icmams_2	Manches Modi Strivas	des	les	Manche Modi Strivas	des	les			
_64AE9682DDE6866B	icmamv_2	Gilet Modi Striva	un	le	Gilets Modi Strivas	des	les			
_C686BF45F7CD416D	icmm1bm_2	Massue Modi Bristo	une	la	Massues Modi Bristos	des	les			
_03D47B9CBD88F3DF	icmm1bs_2	Bâton Modi Battoni	un	le	Bâtons Modi Battonis	des	les			
_AF964C8F7A36C8B5	icmm1pd_2	Dague Modi Limmel	une	la	Dagues Modi Limmels	des	les			
_AF9AB808342F2913	icmm1ps_2	Lance Modi Palor	une	la	Lances Modi Palors	des	les			
_A8BC22DABFCBDF30	icmm1sa_2	Hache Modi Haque	une	la	Haches Modi Haques	des	les			
_85FE2081835A51D7	icmm1ss_2	Épée Modi Klyde	une	l'\d	Épées Modi Klydes	des	les			
_4C00528143939EDD	icmm2bm_2	Massue Modi Gondo	une	la	Massues Modi Gondos	des	les			
_374752CE0D456E58	icmm2pp_2	Pique Modi Krop	un	la	Piques Modi Krops	des	les			
_6BE22F1C8A710737	icmm2sa_2	Hache Modi Klout	une	la	Haches Modi Klouts	des	les			
_BDC88D43171974C0	icmm2ss_2	Épée Modi Slathe	une	l'\d	Épées Modi Slathes	des	les			
_30750694640A2455	icmr1b_2	Pistolet-arbalète Modi Riva	un	le	Pistolets-arbalètes Modi Rivas	des	les			
_198E28732F76EEE4	icmr1p_2	Pistolet Modi Maka	un	le	Pistolets Modi Makas	des	les			
_BEA8B18F115F49B8	icmr2a_2	Mitrailleuse Modi Morikov	une	la	Mitrailleuses Modi Morikovs	des	les			
_9880407BE3EBBB3A	icmr2b_2	Fusil-arbalète Modi Polta	un	le	Fusils-arbalètes Modi Poltas	des	les			
_DC42F06A1AEA2B31	icmr2l_2	Lance-grenades Modi Vulca	un	le	Lances-grenades Modi Vulcas	des	les			
_087E735F8DDBD912	icmr2r_2	Fusil Modi Stylone	un	le	Fusils Modi Stylones	des	les			
_A02DBA5CA268CC8B	ictacb_2	Bottes Lor-Lithens	des	les	Bottes Lor-Lithens	des	les			
_8BE3E3DBB8A981F6	ictacg_2	Gants Lor-Lithens	des	les	Gants Lor-Lithens	des	les			
_242DB64E2658C88B	ictacp_2	Pantalon Lor-Lithen	un	le	Pantalons Lor-Lithens	des	les			
_C82C30DEB3E22F85	ictacs_2	Manches Lor-Lithens	des	les	Manches Lor-Lithens	des	les			
_174AEE0A968A1141	ictacv_2	Gilet Lor-Lithen	un	le	Gilets Lor-Lithens	des	les			
_28F8DEFDDDE9B4CF	ictahb_2	Bottes Lor-Tashoks	des	les	Bottes Lor-Tashoks	des	les			
_73646BF0BABB26B1	ictahg_2	Gants Lor-Tashoks	des	les	Gants Lor-Tashoks	des	les			
_CF51D769DA2EF507	ictahh_2	Casque Lor-Tashok	un	le	Casques Lor-Tashoks	des	les			
_30F8DAEF61E9E4B3	ictahp_2	Pantalon Lor-Tashok	un	le	Pantalons Lor-Tashoks	des	les			
_86ED1C01BE169782	ictahs_2	Manches Lor-Tashoks	des	les	Manches Lor-Tashoks	des	les			
_5DAD95201812055E	ictahv_2	Gilet Lor-Tashok	un	le	Gilets Lor-Tashoks	des	les			
_EAF8F6E12029F0C5	ictalb_2	Bottes Lor-Tissans	des	les	Bottes Lor-Tissans	des	les			
